Trip ID,User ID,Destination,Start date,End date,Duration (days),Traveler name,Traveler age,Traveler gender,Traveler nationality,Accommodation type,Accommodation cost,Average Daily Cost,Total cost,Local Transport Mode
T06831,U1244,"Fiji, Fiji",2023-05-06,2023-05-11,6,Pedro,42,Male,Brazilian,Airbnb,574.7,560.72,1135.42,Voiture (si isolé)
T06832,U1244,"Cancun, Mexico",2016-09-15,2016-09-25,11,Pedro,42,Male,Brazilian,Villa,2287.15,1081.37,3368.52,Voiture
T06833,U1245,"Bali, Indonesia",2020-11-19,2020-11-29,11,Ryan,35,Male,American,Hotel,1491.82,994.78,2486.6,Métro
T06834,U1245,"Bali, Indonesia",2019-03-26,2019-04-06,12,Ryan,35,Male,American,Hotel,1627.7,1031.64,2659.34,Bus
T06835,U1245,"Cartagena, Colombia",2020-01-07,2020-01-11,5,Ryan,35,Male,American,Hotel,554.85,409.24,964.09,Bateau
T06836,U1245,"San Juan, Puerto Rico",2017-05-01,2017-05-08,8,Ryan,35,Male,American,Hotel,818.52,678.19,1496.71,Transports Publics
T06837,U1246,"Fiji, Fiji",2017-10-23,2017-11-03,12,Neha,56,Female,Indian,Guesthouse,743.82,1149.38,1893.2,Métro
T06838,U1246,"Malé, Maldives",2021-02-02,2021-02-13,12,Neha,56,Female,Indian,Airbnb,1862.47,1998.71,3861.18,Taxi
T06839,U1247,"Munich, Germany",2022-04-08,2022-04-11,4,Paulina,36,Female,Mexican,Guesthouse,198.4,357.69,556.09,Voiture (si isolé)
T06840,U1247,"Cape Town, South Africa",2015-11-18,2015-11-21,4,Paulina,36,Female,Mexican,Hostel,132.62,359.09,491.71,Vélo
T06841,U1247,"Mexico City, Mexico",2022-07-26,2022-07-29,4,Paulina,36,Female,Mexican,Airbnb,335.97,354.16,690.13,Métro
T06842,U1247,"Vancouver, Canada",2024-06-14,2024-06-17,4,Paulina,36,Female,Mexican,Hotel,769.15,784.31,1553.46,Tuk-Tuk
T06843,U1247,"Vancouver, Canada",2025-06-03,2025-06-06,4,Paulina,36,Female,Mexican,Hotel,873.55,684.29,1557.84,Voiture
T06844,U1247,"Barcelona, Spain",2019-05-17,2019-05-19,3,Paulina,36,Female,Mexican,Guesthouse,162.68,261.06,423.74,Bus
T06845,U1248,"Cusco, Peru",2025-09-02,2025-09-09,8,Alex,36,Male,American,Hostel,296.39,784.72,1081.11,Voiture (si isolé)
T06846,U1248,"Los Angeles, USA",2016-11-26,2016-11-29,4,Alex,36,Male,American,Hostel,240.56,760.65,1001.21,4x4
T06847,U1248,"Banff, Canada",2024-04-05,2024-04-14,10,Alex,36,Male,American,Hotel,2198.01,1695.54,3893.55,Marche
T06848,U1248,"Paris, France",2020-03-02,2020-03-04,3,Alex,36,Male,American,Hostel,154.25,591.87,746.12,Bus
T06849,U1248,"Jeddah, Saudi Arabia",2022-02-25,2022-03-03,7,Alex,36,Male,American,Airbnb,856.5,1167.64,2024.14,Tuk-Tuk
T06850,U1248,"Buenos Aires, Argentina",2017-11-20,2017-11-25,6,Alex,36,Male,American,Hostel,181.0,587.2,768.2,Tuk-Tuk
T06851,U1248,"Cusco, Peru",2017-03-07,2017-03-20,14,Alex,36,Male,American,Hostel,451.54,1186.11,1637.65,Bus
T06852,U1248,"Rio de Janeiro, Brazil",2017-09-19,2017-09-30,12,Alex,36,Male,American,Villa,2800.21,1089.4,3889.61,Tuk-Tuk
T06853,U1249,"Himeji, Japan",2022-05-08,2022-05-16,9,Priya,64,Female,Indian,Airbnb,724.53,751.83,1476.36,Randonnée
T06854,U1250,"Auckland, New Zealand",2015-03-26,2015-03-29,4,Layla,51,Female,Egyptian,Airbnb,327.84,324.6,652.44,Voiture
T06855,U1250,"Queenstown, New Zealand",2021-10-05,2021-10-13,9,Layla,51,Female,Egyptian,Hotel,1661.19,1482.44,3143.63,Marche
T06856,U1250,"Galapagos Islands, Ecuador",2024-07-22,2024-07-29,8,Layla,51,Female,Egyptian,Guesthouse,680.29,1379.56,2059.85,Scooter
T06857,U1250,"Zanzibar, Tanzania",2017-11-14,2017-11-24,11,Layla,51,Female,Egyptian,Hotel,1273.27,1034.5,2307.77,Randonnée
T06858,U1250,"Chicago, USA",2024-04-22,2024-04-28,7,Layla,51,Female,Egyptian,Hotel,889.25,632.18,1521.43,Bus
T06859,U1250,"San Francisco, USA",2018-02-07,2018-02-11,5,Layla,51,Female,Egyptian,Hotel,1135.03,873.21,2008.24,Métro
T06860,U1250,"Los Angeles, USA",2023-08-25,2023-08-31,7,Layla,51,Female,Egyptian,Hotel,1272.82,1184.88,2457.7,4x4
T06861,U1250,"San Diego, USA",2025-12-27,2026-01-02,7,Layla,51,Female,Egyptian,Hotel,1206.52,1365.07,2571.59,Métro
T06862,U1251,"Kruger NP, South Africa",2023-06-16,2023-06-25,10,Thomas,54,Male,French,Hotel,2086.5,1947.13,4033.63,Taxi
T06863,U1252,"Perth, Australia",2015-11-12,2015-11-22,11,Greta,66,Female,German,Resort,3338.86,982.79,4321.65,Voiture
T06864,U1252,"Reykjavik, Iceland",2023-01-03,2023-01-12,10,Greta,66,Female,German,Guesthouse,988.77,1784.39,2773.16,Marche
T06865,U1252,"Boston, USA",2022-05-12,2022-05-14,3,Greta,66,Female,German,Guesthouse,254.84,566.1,820.94,Voiture
T06866,U1252,"Munich, Germany",2020-12-23,2020-12-26,4,Greta,66,Female,German,Hostel,153.68,354.2,507.88,Taxi
T06867,U1252,"San Diego, USA",2019-08-20,2019-08-26,7,Greta,66,Female,German,Guesthouse,566.08,1163.28,1729.36,Bus
T06868,U1253,"Miami, USA",2024-11-24,2024-12-02,9,Maxim,18,Male,Russian,Hotel,1571.75,1696.72,3268.47,4x4
T06869,U1253,"Galapagos Islands, Ecuador",2017-02-08,2017-02-22,15,Maxim,18,Male,Russian,Hotel,3188.14,2591.85,5779.99,Bus
T06870,U1253,"Palawan, Philippines",2020-05-27,2020-06-02,7,Maxim,18,Male,Russian,Guesthouse,352.43,614.15,966.58,Marche
T06871,U1253,"Perth, Australia",2024-01-15,2024-01-21,7,Maxim,18,Male,Russian,Villa,1764.37,688.48,2452.85,Vélo
T06872,U1253,"Zanzibar, Tanzania",2016-03-03,2016-03-14,12,Maxim,18,Male,Russian,Villa,2951.11,1130.05,4081.16,Bus
T06873,U1253,"Miami, USA",2016-12-16,2016-12-25,10,Maxim,18,Male,Russian,Villa,3698.37,1676.72,5375.09,Taxi
T06874,U1254,"Cancun, Mexico",2025-05-19,2025-05-26,8,Mia,61,Female,Australian,Villa,1768.57,684.28,2452.85,Vélo
T06875,U1254,"Rio de Janeiro, Brazil",2021-03-03,2021-03-11,9,Mia,61,Female,Australian,Airbnb,792.76,767.43,1560.19,Bateau
T06876,U1254,"Bali, Indonesia",2020-12-10,2020-12-19,10,Mia,61,Female,Australian,Airbnb,838.44,853.97,1692.41,Scooter
T06877,U1254,"Bali, Indonesia",2015-05-12,2015-05-20,9,Mia,61,Female,Australian,Airbnb,843.45,747.84,1591.29,Taxi
T06878,U1254,"Geneva, Switzerland",2017-02-04,2017-02-09,6,Mia,61,Female,Australian,Airbnb,833.99,1082.8,1916.79,Métro
T06879,U1254,"Giza, Egypt",2025-02-26,2025-03-04,7,Mia,61,Female,Australian,Airbnb,392.14,291.82,683.96,4x4
T06880,U1255,"Paris, France",2021-12-02,2021-12-07,6,Tolu,29,Female,Nigerian,Airbnb,796.4,1112.99,1909.39,Voiture (si isolé)
T06881,U1255,"Nice, France",2021-07-11,2021-07-16,6,Tolu,29,Female,Nigerian,Airbnb,875.61,1144.38,2019.99,Voiture (si isolé)
T06882,U1255,"Iguazu Falls, Brazil",2023-08-05,2023-08-14,10,Tolu,29,Female,Nigerian,Airbnb,475.0,450.99,925.99,Voiture (si isolé)
T06883,U1255,"London, UK",2017-01-09,2017-01-12,4,Tolu,29,Female,Nigerian,Airbnb,602.49,706.84,1309.33,Vélo
T06884,U1256,"Le Caire, Egypt",2021-03-22,2021-03-30,9,Ji-Hoon,35,Male,South Korean,Hotel,662.19,402.81,1065.0,Voiture
T06885,U1256,"Buenos Aires, Argentina",2016-04-26,2016-05-02,7,Ji-Hoon,35,Male,South Korean,Hotel,736.64,589.98,1326.62,Bateau
T06886,U1256,"Galapagos Islands, Ecuador",2017-07-05,2017-07-14,10,Ji-Hoon,35,Male,South Korean,Airbnb,1302.39,1623.33,2925.72,Bateau
T06887,U1256,"Giza, Egypt",2019-03-06,2019-03-17,12,Ji-Hoon,35,Male,South Korean,Airbnb,569.15,536.68,1105.83,Tuk-Tuk
T06888,U1256,"Dubai, UAE",2024-03-16,2024-03-19,4,Ji-Hoon,35,Male,South Korean,Hotel,880.22,699.9,1580.12,Métro
T06889,U1256,"Iguazu Falls, Brazil",2017-12-12,2017-12-22,11,Ji-Hoon,35,Male,South Korean,Hotel,714.44,505.76,1220.2,Tuk-Tuk
T06890,U1256,"Galapagos Islands, Ecuador",2020-05-16,2020-05-25,10,Ji-Hoon,35,Male,South Korean,Hotel,2084.29,1738.15,3822.44,Bus
T06891,U1256,"Hoi An, Vietnam",2017-03-08,2017-03-14,7,Ji-Hoon,35,Male,South Korean,Hotel,472.9,307.57,780.47,Bus
T06892,U1256,"Kyoto, Japan",2015-12-22,2015-12-29,8,Ji-Hoon,35,Male,South Korean,Airbnb,607.48,773.88,1381.36,Randonnée
T06893,U1257,"Jeddah, Saudi Arabia",2019-10-06,2019-10-11,6,Mai,29,Female,Vietnamese,Guesthouse,508.28,976.35,1484.63,Transports Publics
T06894,U1257,"Kuala Lumpur, Malaysia",2023-07-24,2023-07-27,4,Mai,29,Female,Vietnamese,Hotel,316.6,164.46,481.06,Transports Publics
T06895,U1257,"Galapagos Islands, Ecuador",2023-08-06,2023-08-12,7,Mai,29,Female,Vietnamese,Camping,229.72,1190.08,1419.8,Tuk-Tuk
T06896,U1257,"Cairns, Australia",2020-11-07,2020-11-11,5,Mai,29,Female,Vietnamese,Villa,971.59,445.81,1417.4,Randonnée
T06897,U1257,"Marrakech, Morocco",2015-10-12,2015-10-24,13,Mai,29,Female,Vietnamese,Guesthouse,373.87,614.69,988.56,Taxi
T06898,U1257,"Fiji, Fiji",2024-07-26,2024-08-05,11,Mai,29,Female,Vietnamese,Villa,2669.96,917.05,3587.01,Taxi
T06899,U1257,"Seville, Spain",2022-04-23,2022-04-28,6,Mai,29,Female,Vietnamese,Hotel,666.13,588.84,1254.97,Taxi
T06900,U1258,"Kruger NP, South Africa",2021-11-06,2021-11-13,8,Sonia,51,Female,Indian,Airbnb,1039.01,1393.7,2432.71,Bateau
T06901,U1258,"Reykjavik, Iceland",2021-08-06,2021-08-16,11,Sonia,51,Female,Indian,Airbnb,1607.1,1912.86,3519.96,Randonnée
T06902,U1258,"Kyoto, Japan",2021-12-14,2021-12-25,12,Sonia,51,Female,Indian,Hotel,1445.76,1120.27,2566.03,Tuk-Tuk
T06903,U1258,"Sydney, Australia",2020-11-17,2020-11-21,5,Sonia,51,Female,Indian,Airbnb,742.73,857.3,1600.03,Scooter
T06904,U1258,"Los Angeles, USA",2022-09-13,2022-09-16,4,Sonia,51,Female,Indian,Guesthouse,411.37,677.23,1088.6,Métro
T06905,U1258,"Rome, Italy",2016-03-18,2016-03-20,3,Sonia,51,Female,Indian,Airbnb,219.94,281.64,501.58,Métro
T06906,U1258,"Prague, Czech Republic",2019-05-15,2019-05-18,4,Sonia,51,Female,Indian,Airbnb,184.13,196.39,380.52,Scooter
T06907,U1258,"Nice, France",2016-12-25,2016-12-29,5,Sonia,51,Female,Indian,Airbnb,798.37,887.37,1685.74,Randonnée
T06908,U1259,"Mexico City, Mexico",2025-09-19,2025-09-21,3,Haruto,55,Male,Japanese,Airbnb,285.39,268.25,553.64,Scooter
T06909,U1259,"Kruger NP, South Africa",2025-10-12,2025-10-24,13,Haruto,55,Male,Japanese,Airbnb,1739.63,2241.92,3981.55,Voiture (si isolé)
T06910,U1259,"Cape Town, South Africa",2017-02-11,2017-02-13,3,Haruto,55,Male,Japanese,Airbnb,263.43,257.51,520.94,Randonnée
T06911,U1259,"Dubrovnik, Croatia",2025-05-10,2025-05-20,11,Haruto,55,Male,Japanese,Airbnb,819.14,915.47,1734.61,Taxi
T06912,U1259,"Mexico City, Mexico",2018-10-14,2018-10-19,6,Haruto,55,Male,Japanese,Airbnb,476.61,576.89,1053.5,Scooter
T06913,U1260,"Melbourne, Australia",2024-04-14,2024-04-19,6,Thandi,36,Female,South African,Hostel,301.47,1169.06,1470.53,Métro
T06914,U1260,"Queenstown, New Zealand",2020-06-11,2020-06-22,12,Thandi,36,Female,South African,Airbnb,1683.24,2172.62,3855.86,Scooter
T06915,U1260,"Sydney, Australia",2020-12-11,2020-12-17,7,Thandi,36,Female,South African,Hostel,374.46,1203.59,1578.05,Tuk-Tuk
T06916,U1260,"Buenos Aires, Argentina",2022-06-08,2022-06-13,6,Thandi,36,Female,South African,Hostel,225.78,573.24,799.02,Bus
T06917,U1260,"Kruger NP, South Africa",2018-03-23,2018-04-02,11,Thandi,36,Female,South African,Hostel,649.18,2051.23,2700.41,Tuk-Tuk
T06918,U1260,"Kraków, Poland",2024-09-21,2024-09-25,5,Thandi,36,Female,South African,Hostel,104.31,218.33,322.64,Scooter
T06919,U1260,"Vienna, Austria",2024-10-11,2024-10-13,3,Thandi,36,Female,South African,Hostel,92.06,296.65,388.71,Randonnée
T06920,U1260,"Oslo, Norway",2023-11-04,2023-11-09,6,Thandi,36,Female,South African,Hostel,339.72,1074.31,1414.03,Marche
T06921,U1261,"Cusco, Peru",2022-10-27,2022-11-07,12,Ada,47,Female,Nigerian,Guesthouse,619.74,1121.15,1740.89,Métro
T06922,U1261,"Vienna, Austria",2017-01-07,2017-01-10,4,Ada,47,Female,Nigerian,Guesthouse,203.44,334.46,537.9,Transports Publics
T06923,U1261,"Melbourne, Australia",2019-07-13,2019-07-18,6,Ada,47,Female,Nigerian,Guesthouse,554.41,1038.8,1593.21,Métro
T06924,U1262,"Amsterdam, Netherlands",2015-05-17,2015-05-21,5,Quỳnh,63,Female,Vietnamese,Hostel,285.09,847.91,1133.0,Marche
T06925,U1262,"Kyoto, Japan",2016-06-10,2016-06-16,7,Quỳnh,63,Female,Vietnamese,Hostel,267.59,645.46,913.05,Voiture
T06926,U1262,"Sydney, Australia",2015-04-05,2015-04-10,6,Quỳnh,63,Female,Vietnamese,Hotel,1102.94,1062.38,2165.32,Marche
T06927,U1262,"New York, USA",2023-08-17,2023-08-19,3,Quỳnh,63,Female,Vietnamese,Airbnb,463.54,585.31,1048.85,Tuk-Tuk
T06928,U1262,"Melbourne, Australia",2019-03-24,2019-03-30,7,Quỳnh,63,Female,Vietnamese,Guesthouse,658.88,1305.75,1964.63,Marche
T06929,U1262,"Shanghai, China",2019-06-01,2019-06-04,4,Quỳnh,63,Female,Vietnamese,Hostel,138.77,357.62,496.39,Randonnée
T06930,U1263,"Boston, USA",2015-09-10,2015-09-15,6,Kiên,63,Male,Vietnamese,Hostel,310.51,1121.99,1432.5,Scooter
T06931,U1263,"Montreal, Canada",2025-11-03,2025-11-07,5,Kiên,63,Male,Vietnamese,Hostel,194.73,461.27,656.0,Scooter
T06932,U1263,"Melbourne, Australia",2023-07-26,2023-07-30,5,Kiên,63,Male,Vietnamese,Hostel,313.22,897.94,1211.16,Randonnée
T06933,U1263,"Seoul, South Korea",2024-04-08,2024-04-14,7,Kiên,63,Male,Vietnamese,Hostel,337.35,1202.02,1539.37,Bus
T06934,U1263,"San Francisco, USA",2021-10-01,2021-10-07,7,Kiên,63,Male,Vietnamese,Hostel,389.8,1357.99,1747.79,Scooter
T06935,U1263,"Dubai, UAE",2024-02-18,2024-02-23,6,Kiên,63,Male,Vietnamese,Hostel,339.43,1090.96,1430.39,Randonnée
T06936,U1263,"Nice, France",2025-04-19,2025-04-23,5,Kiên,63,Male,Vietnamese,Hotel,1040.03,832.71,1872.74,Scooter
T06937,U1264,"Fiji, Fiji",2020-01-01,2020-01-08,8,Pedro,31,Male,Brazilian,Villa,1730.7,688.22,2418.92,Bateau
T06938,U1264,"Hoi An, Vietnam",2025-01-04,2025-01-16,13,Pedro,31,Male,Brazilian,Hostel,272.07,637.3,909.37,Voiture
T06939,U1264,"Cusco, Peru",2024-10-10,2024-10-17,8,Pedro,31,Male,Brazilian,Hotel,837.41,667.6,1505.01,Scooter
T06940,U1264,"Patagonia, Argentina",2015-09-13,2015-09-27,15,Pedro,31,Male,Brazilian,Camping,263.47,1338.71,1602.18,Voiture
T06941,U1264,"Kyoto, Japan",2025-09-19,2025-10-03,15,Pedro,31,Male,Brazilian,Airbnb,1452.77,1429.86,2882.63,4x4
T06942,U1264,"Zanzibar, Tanzania",2019-07-19,2019-07-30,12,Pedro,31,Male,Brazilian,Villa,2876.45,1142.67,4019.12,Bateau
T06943,U1265,"Melbourne, Australia",2022-10-01,2022-10-04,4,Aisha,43,Female,Saudi,Hotel,753.69,746.83,1500.52,Bus
T06944,U1265,"Sydney, Australia",2021-02-13,2021-02-17,5,Aisha,43,Female,Saudi,Hostel,259.8,876.6,1136.4,Bus
T06945,U1266,"Cancun, Mexico",2017-05-10,2017-05-21,12,Fatima,31,Female,Egyptian,Guesthouse,629.76,1167.19,1796.95,Vélo
T06946,U1266,"Marrakech, Morocco",2020-08-01,2020-08-11,11,Fatima,31,Female,Egyptian,Hostel,240.72,526.33,767.05,Voiture (si isolé)
T06947,U1266,"Bali, Indonesia",2017-07-19,2017-07-28,10,Fatima,31,Female,Egyptian,Villa,2466.18,926.61,3392.79,Bateau
T06948,U1266,"Giza, Egypt",2018-06-26,2018-07-06,11,Fatima,31,Female,Egyptian,Hotel,747.33,499.08,1246.41,Marche
T06949,U1266,"Phuket, Thailand",2025-05-19,2025-05-29,11,Fatima,31,Female,Egyptian,Villa,1258.6,535.3,1793.9,Taxi
T06950,U1266,"Phuket, Thailand",2025-06-06,2025-06-14,9,Fatima,31,Female,Egyptian,Villa,1186.7,376.75,1563.45,Randonnée
T06951,U1266,"Kruger NP, South Africa",2021-08-07,2021-08-13,7,Fatima,31,Female,Egyptian,Hostel,426.33,1268.71,1695.04,Voiture (si isolé)
T06952,U1267,"Geneva, Switzerland",2019-08-26,2019-08-29,4,Maja,43,Female,Swedish,Airbnb,629.44,716.96,1346.4,Voiture (si isolé)
T06953,U1267,"Oslo, Norway",2022-10-23,2022-10-25,3,Maja,43,Female,Swedish,Hostel,169.1,573.07,742.17,Scooter
T06954,U1268,"Himeji, Japan",2017-05-18,2017-06-01,15,Gustav,33,Male,Swedish,Guesthouse,928.51,1354.86,2283.37,Taxi
T06955,U1268,"Shanghai, China",2023-04-24,2023-04-26,3,Gustav,33,Male,Swedish,Guesthouse,150.98,251.04,402.02,Taxi
T06956,U1268,"Edinburgh, UK",2019-07-23,2019-07-28,6,Gustav,33,Male,Swedish,Guesthouse,378.44,574.97,953.41,Transports Publics
T06957,U1268,"Pékin, China",2025-02-25,2025-02-27,3,Gustav,33,Male,Swedish,Guesthouse,145.26,273.23,418.49,Taxi
T06958,U1268,"Toronto, Canada",2023-07-24,2023-07-27,4,Gustav,33,Male,Swedish,Hotel,463.21,389.47,852.68,Randonnée
T06959,U1268,"Auckland, New Zealand",2025-01-01,2025-01-07,7,Gustav,33,Male,Swedish,Guesthouse,345.37,568.86,914.23,Randonnée
T06960,U1269,"Amsterdam, Netherlands",2018-10-07,2018-10-09,3,Matteo,67,Male,Italian,Airbnb,375.1,494.05,869.15,Scooter
T06961,U1270,"Himeji, Japan",2017-09-17,2017-09-29,13,Lucía,45,Female,Spanish,Hotel,1383.34,1058.69,2442.03,Bateau
T06962,U1270,"Kyoto, Japan",2019-05-13,2019-05-25,13,Lucía,45,Female,Spanish,Hotel,1774.81,1221.21,2996.02,Taxi
T06963,U1270,"Amsterdam, Netherlands",2019-10-01,2019-10-05,5,Lucía,45,Female,Spanish,Hotel,1102.88,969.8,2072.68,Métro
T06964,U1270,"San Francisco, USA",2018-07-05,2018-07-07,3,Lucía,45,Female,Spanish,Hotel,570.23,592.81,1163.04,Voiture (si isolé)
T06965,U1270,"Los Angeles, USA",2019-01-10,2019-01-16,7,Lucía,45,Female,Spanish,Hotel,1450.32,1196.86,2647.18,Bus
T06966,U1270,"San Francisco, USA",2016-02-24,2016-02-29,6,Lucía,45,Female,Spanish,Airbnb,742.02,1027.8,1769.82,Tuk-Tuk
T06967,U1270,"Vienna, Austria",2023-11-11,2023-11-14,4,Lucía,45,Female,Spanish,Airbnb,311.57,338.14,649.71,Transports Publics
T06968,U1271,"Kruger NP, South Africa",2020-10-08,2020-10-21,14,Zola,63,Female,South African,Hostel,683.59,2669.07,3352.66,Voiture
T06969,U1271,"Hokkaido, Japan",2018-05-17,2018-05-24,8,Zola,63,Female,South African,Hostel,264.93,770.33,1035.26,Voiture
T06970,U1271,"Bangkok, Thailand",2018-02-06,2018-02-08,3,Zola,63,Female,South African,Hostel,60.97,133.9,194.87,Transports Publics
T06971,U1271,"Banff, Canada",2021-06-25,2021-07-06,12,Zola,63,Female,South African,Hostel,702.01,2310.05,3012.06,Tuk-Tuk
T06972,U1271,"Queenstown, New Zealand",2021-07-08,2021-07-20,13,Zola,63,Female,South African,Camping,499.3,2268.05,2767.35,Tuk-Tuk
T06973,U1272,"Los Angeles, USA",2022-11-19,2022-11-23,5,Eyad,28,Male,Egyptian,Guesthouse,506.89,973.27,1480.16,Vélo
T06974,U1272,"Edinburgh, UK",2022-07-06,2022-07-11,6,Eyad,28,Male,Egyptian,Guesthouse,359.36,564.59,923.95,Tuk-Tuk
T06975,U1273,"Fiji, Fiji",2018-07-15,2018-07-20,6,Antoine,46,Male,French,Resort,1855.12,496.45,2351.57,Voiture
T06976,U1273,"Giza, Egypt",2025-02-22,2025-03-04,11,Antoine,46,Male,French,Hotel,845.44,526.24,1371.68,Vélo
T06977,U1273,"Ubud, Indonesia",2022-08-18,2022-08-26,9,Antoine,46,Male,French,Hotel,1056.53,801.17,1857.7,Tuk-Tuk
T06978,U1273,"Giza, Egypt",2018-05-06,2018-05-20,15,Antoine,46,Male,French,Hotel,1033.21,689.13,1722.34,Taxi
T06979,U1273,"Zanzibar, Tanzania",2015-06-23,2015-06-29,7,Antoine,46,Male,French,Hotel,803.41,584.7,1388.11,Métro
T06980,U1274,"Buenos Aires, Argentina",2023-06-07,2023-06-11,5,Ahmed,67,Male,Egyptian,Airbnb,433.36,489.98,923.34,Transports Publics
T06981,U1274,"Venice, Italy",2016-04-10,2016-04-15,6,Ahmed,67,Male,Egyptian,Airbnb,921.61,1179.59,2101.2,Taxi
T06982,U1274,"San Francisco, USA",2025-09-11,2025-09-17,7,Ahmed,67,Male,Egyptian,Airbnb,863.84,1348.76,2212.6,Marche
T06983,U1274,"Le Caire, Egypt",2019-03-08,2019-03-14,7,Ahmed,67,Male,Egyptian,Guesthouse,189.06,298.04,487.1,Transports Publics
T06984,U1275,"Malé, Maldives",2021-06-11,2021-06-21,11,Damilola,56,Female,Nigerian,Villa,3306.43,1909.03,5215.46,Scooter
T06985,U1275,"Auckland, New Zealand",2017-03-18,2017-03-20,3,Damilola,56,Female,Nigerian,Airbnb,245.79,294.05,539.84,Scooter
T06986,U1275,"San Francisco, USA",2025-12-17,2025-12-22,6,Damilola,56,Female,Nigerian,Airbnb,738.63,1152.14,1890.77,Bateau
T06987,U1275,"Barcelona, Spain",2018-08-21,2018-08-23,3,Damilola,56,Female,Nigerian,Airbnb,242.02,279.17,521.19,Randonnée
T06988,U1275,"New York, USA",2023-08-11,2023-08-15,5,Damilola,56,Female,Nigerian,Hostel,285.73,945.14,1230.87,Vélo
T06989,U1276,"Galapagos Islands, Ecuador",2019-11-05,2019-11-16,12,Reema,29,Female,Saudi,Guesthouse,1132.64,2019.33,3151.97,Bateau
T06990,U1276,"Vancouver, Canada",2025-07-01,2025-07-07,7,Reema,29,Female,Saudi,Guesthouse,603.8,1221.48,1825.28,Vélo
T06991,U1276,"San Diego, USA",2023-03-22,2023-03-26,5,Reema,29,Female,Saudi,Airbnb,720.11,926.87,1646.98,4x4
T06992,U1276,"New York, USA",2019-05-06,2019-05-11,6,Reema,29,Female,Saudi,Guesthouse,476.55,1121.04,1597.59,Vélo
T06993,U1276,"London, UK",2017-05-23,2017-05-29,7,Reema,29,Female,Saudi,Guesthouse,722.37,1165.38,1887.75,Marche
T06994,U1276,"Vienna, Austria",2025-11-25,2025-11-30,6,Reema,29,Female,Saudi,Airbnb,469.6,544.05,1013.65,Bus
T06995,U1276,"Sydney, Australia",2024-03-20,2024-03-23,4,Reema,29,Female,Saudi,Airbnb,626.45,762.24,1388.69,Scooter
T06996,U1276,"Sydney, Australia",2022-12-23,2022-12-27,5,Reema,29,Female,Saudi,Guesthouse,450.27,951.33,1401.6,Bus
T06997,U1276,"Helsinki, Finland",2020-07-06,2020-07-08,3,Reema,29,Female,Saudi,Hostel,168.34,509.96,678.3,Scooter
T06998,U1276,"Kyoto, Japan",2015-08-26,2015-09-01,7,Reema,29,Female,Saudi,Guesthouse,367.36,689.37,1056.73,Scooter
T06999,U1276,"Montreal, Canada",2021-01-11,2021-01-13,3,Reema,29,Female,Saudi,Guesthouse,174.03,274.67,448.7,Scooter
T07000,U1277,"Prague, Czech Republic",2017-07-01,2017-07-06,6,Khoa,41,Male,Vietnamese,Hotel,433.62,264.19,697.81,Vélo
T07001,U1277,"New York, USA",2022-04-17,2022-04-19,3,Khoa,41,Male,Vietnamese,Hotel,686.52,539.89,1226.41,Vélo
T07002,U1277,"Munich, Germany",2020-06-08,2020-06-13,6,Khoa,41,Male,Vietnamese,Hotel,681.82,586.7,1268.52,Taxi
T07003,U1277,"Munich, Germany",2018-09-21,2018-09-27,7,Khoa,41,Male,Vietnamese,Hotel,930.98,682.11,1613.09,Métro
T07004,U1277,"Amsterdam, Netherlands",2015-03-09,2015-03-15,7,Khoa,41,Male,Vietnamese,Hotel,1533.57,1367.5,2901.07,Marche
T07005,U1277,"Budapest, Hungary",2015-07-05,2015-07-11,7,Khoa,41,Male,Vietnamese,Hotel,445.39,303.59,748.98,Voiture
T07006,U1277,"Melbourne, Australia",2018-07-16,2018-07-22,7,Khoa,41,Male,Vietnamese,Airbnb,932.74,1186.92,2119.66,Tuk-Tuk
T07007,U1277,"Toronto, Canada",2020-03-24,2020-03-28,5,Khoa,41,Male,Vietnamese,Hotel,590.16,432.7,1022.86,Marche
T07008,U1277,"Venice, Italy",2018-08-11,2018-08-14,4,Khoa,41,Male,Vietnamese,Hotel,727.35,713.53,1440.88,Bus
T07009,U1277,"Mexico City, Mexico",2020-10-05,2020-10-07,3,Khoa,41,Male,Vietnamese,Airbnb,236.95,254.26,491.21,Bateau
T07010,U1278,"Toronto, Canada",2023-09-22,2023-09-28,7,Mandla,34,Male,South African,Hostel,268.15,635.13,903.28,Bus
T07011,U1279,"Le Caire, Egypt",2018-11-13,2018-11-21,9,Ngozi,56,Female,Nigerian,Hotel,640.83,440.7,1081.53,Transports Publics
T07012,U1279,"Seville, Spain",2020-10-09,2020-10-14,6,Ngozi,56,Female,Nigerian,Guesthouse,319.4,496.99,816.39,Voiture (si isolé)
T07013,U1279,"Malé, Maldives",2022-04-23,2022-04-28,6,Ngozi,56,Female,Nigerian,Guesthouse,464.89,1088.09,1552.98,Voiture (si isolé)
T07014,U1279,"Bali, Indonesia",2016-12-27,2017-01-02,7,Ngozi,56,Female,Nigerian,Guesthouse,352.24,670.78,1023.02,Taxi
T07015,U1280,"Malé, Maldives",2019-02-01,2019-02-06,6,Emma,47,Female,Swedish,Villa,1903.27,1063.15,2966.42,Taxi
T07016,U1280,"Kruger NP, South Africa",2018-11-02,2018-11-15,14,Emma,47,Female,Swedish,Guesthouse,1112.73,2770.89,3883.62,Bus
